dataSet,num_nodes,num_edges,spmm_tcu_ori,spmm_tcu_part,spmm_tcu_binary,spmm_tcu
CoupCons3D,416801,22322336,1.2386,1.2581,1.0973,1.1333
shipsec5,179861,5146478,0.3243,0.3278,0.2957,0.3027
pli,22696,686502,0.059,0.058,0.0508,0.0497
roadNet-CA,1971282,2766607,1.2136,1.2881,1.1999,1.2714
cage12,130229,2032536,0.3875,0.3896,0.3328,0.3389
co9,22925,109651,0.1274,0.0288,0.1342,0.0266
t60k,60006,89440,0.0432,0.0464,0.0426,0.046
viscoplastic2,32770,381326,0.0727,0.0672,0.068,0.0596
msc23052,23053,588933,0.0592,0.045,0.0553,0.0402
g7jac080,23671,293976,0.0581,0.053,0.0526,0.0475
FEM_3D_thermal2,147901,3489300,0.2867,0.2904,0.2589,0.2656
bayer04,20546,159082,0.0247,0.024,0.0213,0.0233
li,22696,1350309,0.1051,0.106,0.087,0.0905
crplat2,18011,489478,0.0306,0.0311,0.0278,0.0286
halfb,224618,6306219,0.3313,0.3376,0.3143,0.3232
c-66b,49990,274498,0.2927,0.0605,0.2981,0.0604
af_shell8,504856,9046865,0.527,0.5463,0.5127,0.538
qa8fm,66128,863353,0.0984,0.1008,0.092,0.0953
pcrystk02,13966,491274,0.0338,0.0341,0.0298,0.0303
af_1_k101,503626,9027150,0.5232,0.5426,0.5111,0.5371
pds-90,475449,1014136,0.2678,0.2715,0.266,0.2702
208bit,24431,299756,0.0609,0.0615,0.0517,0.0525
in2010,267072,640858,0.2035,0.2136,0.204,0.215
oilpan,73753,1835470,0.1,0.1025,0.0976,0.1011
jnlbrng1,40001,119600,0.0352,0.0378,0.037,0.0398
g7jac100sc,29611,384636,0.0749,0.0674,0.0679,0.062
sd2010,88361,205361,0.0701,0.0737,0.0705,0.0743
ABACUS_shell_ld,23413,218484,0.0447,0.0453,0.0389,0.0397
TSOPF_RS_b300_c2,28339,2943887,0.1208,0.1138,0.1064,0.1025
pds-30,158490,340635,0.097,0.0985,0.0974,0.098
lhr10,10673,232633,0.0248,0.0251,0.0225,0.0231
co2010,201063,487287,0.1565,0.1648,0.1568,0.1652
c-56,35911,208405,0.1692,0.0419,0.1556,0.0391
atmosmodj,1270433,8814880,1.7779,1.8249,1.7488,1.8028
lhr34,35153,764014,0.0659,0.067,0.0608,0.0624
delaunay_n22,4194305,12582869,3.0337,3.1769,3.0856,3.2352
poisson3Da,13515,352762,0.0772,0.0784,0.067,0.0681
g7jac200,59311,837936,0.1396,0.1361,0.1282,0.1231
delaunay_n20,1048577,3145686,0.764,0.7993,0.777,0.8137
mult_dcop_03,25188,193216,1.5673,0.0461,1.6932,0.0416
stokes64s,12547,74242,0.0147,0.0151,0.0139,0.0146
pds-80,434581,927826,0.2463,0.2499,0.2443,0.248
cond-mat-2005,40422,175693,0.0397,0.0408,0.0363,0.038
wikipedia-20061104,3148441,39383235,9.9133,9.8821,9.6994,9.5753
c-57,37834,221515,0.0434,0.0426,0.0418,0.0416
GL7d20,1911131,29893084,9.1998,10.0088,9.2437,10.0996
brainpc2,27608,96601,0.0183,0.0191,0.017,0.0183
sctap1-2r,63427,186366,0.0515,0.0526,0.0494,0.0508
g7jac040,11791,114671,0.0305,0.0275,0.0298,0.0262
pds-50,275815,590833,0.1603,0.1627,0.1587,0.1615
g7jac140sc,41491,565956,0.1037,0.0975,0.0952,0.0889
chipcool1,20083,281150,0.0641,0.0647,0.0554,0.0559
wv2010,135219,331461,0.1106,0.1162,0.1114,0.1175
x104,108385,5138004,0.2673,0.2665,0.2373,0.2407
jan99jac080sc,27535,171522,0.0347,0.0352,0.0316,0.0326
pwt,36520,181313,0.0352,0.0371,0.035,0.0367
de2010,24116,58028,0.0215,0.0221,0.0202,0.0273
copter2,55477,407714,0.072,0.0744,0.0685,0.0711
netherlands_osm,2216689,2441238,1.3668,1.4463,1.3503,1.423
CurlCurl_0,11084,62213,0.0124,0.0128,0.0116,0.0122
kim1,38416,933195,0.0709,0.0725,0.067,0.0692
rlfprim,62717,320591,0.0575,0.0603,0.0574,0.0598
CurlCurl_4,2380516,14448191,2.1743,2.2645,2.2054,2.2976
finan512,74753,335872,0.0776,0.0816,0.0765,0.0801
TSOPF_RS_b2383_c1,38121,16171169,0.5267,0.4786,0.4871,0.4099
case39,40217,526139,0.042,0.042,0.0371,0.0378
usroads,129165,165435,0.09,0.0953,0.0893,0.0938
bodyy6,19367,77057,0.0175,0.018,0.0164,0.0171
3dtube,45331,1629474,0.3506,0.1117,0.3726,0.1036
italy_osm,6686494,7013978,3.967,4.234,3.9226,4.1668
fcondp2,201823,5748069,0.3045,0.3097,0.2836,0.2928
consph,83335,3046907,0.1779,0.1794,0.1613,0.1645
soc-Slashdot0902,82169,948464,0.4384,0.2214,0.4475,0.1986
GaAsH6,61350,1721579,0.2572,0.2037,0.2563,0.1767
nd2010,133770,312973,0.1039,0.1095,0.1043,0.1099
pds-40,217532,466800,0.1289,0.1312,0.1282,0.1301
n4c6-b12,69236,332865,0.0749,0.0758,0.0682,0.0694
ASIC_100k,99341,954163,13.5667,0.1567,13.4834,0.1559
m14b,214766,1679018,0.3372,0.3438,0.3225,0.3293
GL7d16,955129,14488881,4.0267,4.2408,3.9915,4.2085
BenElechi1,245875,6698185,0.3269,0.3342,0.309,0.322
mo2010,343566,828284,0.2608,0.2732,0.2599,0.2745
sls,1748123,6804304,1.059,1.1685,1.0163,1.1234
relat8,345689,1334038,0.2288,0.2421,0.2192,0.2346
wikipedia-20060925,2983495,37269096,9.484,9.2584,9.2234,9.0466
c-68,64811,315408,0.3118,0.0803,0.3213,0.078
GL7d22,822923,8251000,2.5919,2.5009,2.5806,2.5061
lowThrust_9,18045,114806,0.0237,0.0241,0.0222,0.0225
G2_circuit,150103,438388,0.1204,0.1276,0.1229,0.1304
OPF_6000,29903,166160,0.0429,0.0367,0.0401,0.0352
CO,221120,3943588,0.6146,0.6202,0.5188,0.5267
2cubes_sphere,101493,874378,0.1666,0.1692,0.1499,0.1544
TF19,317956,4370721,0.895,0.9102,0.7906,0.8146
net100,29921,1031560,0.1384,0.1109,0.1275,0.0957
rgg_n_2_18_s0,262145,1547283,0.354,0.3607,0.3207,0.3322
TSOPF_RS_b678_c2,35697,8781949,0.3023,0.2797,0.2761,0.2445
amazon0505,410237,3356824,0.6944,0.7053,0.6881,0.6998
cage11,39083,559722,0.1157,0.1159,0.1025,0.1024
lp_ken_18,154700,358171,0.4597,0.1264,0.4536,0.1284
rgg_n_2_17_s0,131073,728753,0.1718,0.1756,0.1586,0.1638
12month1,872623,22624727,16.0731,4.6925,16.1054,4.3565
c-62ghs,41732,300537,0.5152,0.0624,0.5756,0.058
Zd_Jac2_db,22836,676439,0.0856,0.0705,0.0794,0.0624
cz20468,20469,206076,0.0349,0.036,0.031,0.0318
pkustk09,33961,808800,0.0659,0.0633,0.0635,0.0612
Delor295K,1823929,2401323,0.3871,0.3951,0.3632,0.3756
ms2010,171779,419990,0.135,0.1417,0.1354,0.1426
g7jac040sc,11791,114671,0.0307,0.0277,0.0297,0.0265
pds-100,514578,1096002,0.2886,0.2928,0.2857,0.2901
c-49,21133,89087,0.1182,0.0261,0.1227,0.025
ex19,12006,259879,0.0327,0.033,0.0294,0.0302
vsp_model1_crew1_cr42_south31,45102,189976,0.0415,0.0397,0.0362,0.0358
Trefethen_20000,20001,287233,0.0561,0.0566,0.0478,0.0485
lhr71c,70305,1528092,0.1243,0.1252,0.1135,0.1173
ch7-9-b3,105841,423360,0.0943,0.0983,0.0875,0.0937
thermal1,82655,328556,0.0762,0.0797,0.0775,0.0809
ccc,49153,73728,0.037,0.0395,0.037,0.0394
c-62,41732,300537,0.5126,0.0617,0.5857,0.0582
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.482,0.443,0.4143,0.3733
pkustk11,87805,2652858,0.1866,0.1794,0.1737,0.1665
ch7-8-b4,141121,705600,0.1495,0.1537,0.1405,0.1471
IMDB,896309,3782463,1.1008,1.0353,1.0903,1.0343
in-2004,1382909,16917053,1.5392,1.3426,1.5327,1.3104
lhr14c,14271,307858,0.0307,0.0309,0.0273,0.0277
rgg_n_2_21_s0,2097153,14487995,3.3206,3.3359,3.0085,3.062
lhr11,10965,233741,0.0247,0.0251,0.0225,0.023
case9,14455,75801,0.0122,0.0123,0.0112,0.0118
TSOPF_RS_b162_c3,15375,610299,0.0359,0.0358,0.0314,0.0323
Zd_Jac2,22836,1642833,0.1978,0.124,0.1975,0.1046
degme,659416,8127528,82.0216,1.3848,88.5764,1.2183
c-73,169423,724348,0.1629,0.1703,0.1588,0.1667
ABACUS_shell_ud,23413,218484,0.0447,0.0453,0.0388,0.0399
Ga10As10H30,113082,3114357,0.3705,0.3744,0.3122,0.3204
cant,62452,2034917,0.1265,0.1275,0.1153,0.1184
memplus,17759,126150,0.0681,0.0237,0.0756,0.0214
scfxm1-2b,33048,111052,0.029,0.0294,0.0261,0.027
gearbox,153747,4617075,0.2936,0.2928,0.2684,0.2682
brack2,62632,366559,0.0765,0.077,0.0762,0.0776
cage10,11398,150645,0.0374,0.0379,0.034,0.0346
Serena,1391350,32961525,2.3658,2.4204,2.174,2.2433
rajat26,51033,249302,0.5449,0.0612,0.5457,0.0607
stormG2_1000,1377307,3459881,0.7565,0.7721,0.749,0.7653
3D_51448_3D,51449,1056610,1.0827,0.1062,1.1168,0.0992
IG5-15,11988,323509,0.0725,0.065,0.0678,0.0569
TF16,19322,216173,0.0551,0.0511,0.0508,0.0453
cont-300,180896,539396,0.142,0.1506,0.1403,0.1506
ship_003,121729,4103881,0.232,0.2281,0.2165,0.2127
nasasrb,54871,1366097,0.0997,0.1014,0.0926,0.0956
a5esindl,60009,145004,0.5296,0.0472,0.5591,0.048
kron_g500-logn20,1048577,44620272,15.881,10.1805,14.7774,9.3898
std1_Jac2,21983,1248731,0.1672,0.0992,0.1565,0.0843
mult_dcop_02,25188,193276,1.6589,0.0468,1.8846,0.0423
tn2010,240117,596983,0.1859,0.1958,0.1864,0.1959
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0643,0.0664,0.0594,0.0621
trans4,116836,766396,15.6274,0.1568,15.5093,0.1569
ted_A,10606,424587,0.031,0.0303,0.0286,0.0287
ABACUS_shell_md,23413,218484,0.045,0.0455,0.0391,0.0398
invextr1_new,30413,1793881,0.2024,0.1914,0.1758,0.1655
ramage02,16831,1441591,0.0966,0.0872,0.0837,0.0753
bcsstm36,23053,166389,0.023,0.0237,0.022,0.0231
circuit5M_dc,3523318,19194193,4.1553,4.2426,4.1871,4.286
Zhao1,33862,166453,0.0424,0.0433,0.0387,0.0402
as-caida,31380,106762,0.2743,0.0363,0.2749,0.0336
c-64b,51036,384438,0.0722,0.0609,0.074,0.0606
rgg_n_2_15_s0,32769,160240,0.0427,0.0439,0.0393,0.0408
lowThrust_12,18459,117423,0.024,0.0243,0.0218,0.0227
image_interp,240001,711683,0.1809,0.1918,0.179,0.1909
dawson5,51538,531157,0.069,0.0708,0.0665,0.069
la2010,204448,490317,0.1654,0.1656,0.1678,0.1661
cnr-2000,325558,3216152,0.4953,0.3159,0.499,0.3069
circuit_4,80210,307604,0.8879,0.0857,0.8664,0.0871
enron,69245,276143,0.2512,0.0703,0.2803,0.0688
c-67,57976,294955,0.1033,0.0634,0.1093,0.0639
ncvxqp5,62501,237483,0.0664,0.0697,0.0641,0.067
g7jac160,47431,656616,0.114,0.1088,0.1063,0.0995
ns3Da,20415,1679599,0.4077,0.3242,0.3626,0.2717
EternityII_E,262145,1503732,7.0349,0.406,7.04,0.408
OPF_10000,43888,255799,0.0453,0.0477,0.0455,0.0479
144,144650,1074393,0.2382,0.2423,0.2236,0.2299
g7jac200sc,59311,837936,0.1402,0.1364,0.1287,0.1228
GL7d15,460262,6080381,1.4267,1.4325,1.3551,1.3613
ch7-9-b4,317521,1587600,0.3303,0.3393,0.3126,0.3277
fe_ocean,143438,409593,0.1189,0.1256,0.1194,0.1269
amazon-2008,735324,5158388,0.8433,0.8642,0.8453,0.8682
olesnik0,88264,402623,0.0834,0.087,0.0852,0.0889
cfd2,123441,1605669,0.1723,0.1765,0.1605,0.1659
rel9,9888049,23667183,5.3447,5.0329,5.3377,5.0355
conf6_0-8x8-30,49153,1916928,0.1514,0.1527,0.1338,0.1362
ia2010,216008,510585,0.163,0.1718,0.1641,0.1726
hugetric-00000,5824555,8733523,4.2371,4.3132,4.2596,4.3463
cyl6,13682,363961,0.0674,0.0277,0.0731,0.0285
PFlow_742,742794,18940627,1.1285,1.1489,1.0362,1.0722
ch7-9-b5,423361,2540160,0.5294,0.5424,0.5012,0.5194
flower_8_4,125362,375266,0.0936,0.0954,0.0907,0.0931
luxembourg_osm,114600,119666,0.0728,0.0777,0.0718,0.0772
3Dspectralwave,680944,17165766,2.1688,2.2086,1.8471,1.8981
tube2,21499,459277,0.031,0.0318,0.0279,0.0287
smt,25711,1889447,0.1088,0.1099,0.0959,0.0961
gupta1,31803,1098006,0.0993,0.0989,0.0839,0.0843
NACA0015,1039184,3114818,1.1281,1.1549,1.1354,1.1621
laminar_duct3D,67174,3833077,0.228,0.238,0.2004,0.2149
Andrews,60001,410077,0.1064,0.1081,0.0975,0.0996
sgpf5y6,312541,831976,0.2379,0.2462,0.2409,0.2505
nd6k,18001,3457658,0.1787,0.1429,0.1629,0.1238
va2010,285763,701064,0.2196,0.2308,0.2196,0.2313
lowThrust_4,13563,84240,0.0193,0.0197,0.0173,0.0176
pkustk08,22210,1624440,0.1625,0.1134,0.1616,0.0979
pds-60,336422,719557,0.1931,0.1959,0.1916,0.1945
wikipedia-20070206,3566908,45030389,11.171,11.2916,10.9057,11.1339
Emilia_923,923137,20964171,1.5571,1.5746,1.4003,1.4399
para-4,153227,5326228,1.2064,0.7381,1.1638,0.6463
crankseg_1,52805,5333507,0.3131,0.2897,0.2799,0.2552
lpl1,32461,180248,0.0958,0.0462,0.1001,0.0426
lowThrust_13,18477,117580,0.0239,0.0245,0.0219,0.0228
wi2010,253097,604702,0.191,0.201,0.192,0.2023
RFdevice,74105,365580,0.1801,0.1042,0.1762,0.1051
cage14,1505786,27130349,5.5342,5.6634,5.0507,5.2702
pkustk12,94654,3803485,1.03,0.2638,1.0906,0.2379
c-67b,57976,294955,0.1029,0.0632,0.109,0.0639
nlpkkt80,1062401,14883536,1.7153,1.7523,1.535,1.5837
g7jac060,17731,203316,0.0458,0.0406,0.0427,0.0367
gridgena,48963,280523,0.0464,0.0488,0.0472,0.0496
g7jac120,35551,475296,0.0877,0.0819,0.0814,0.0749
ex11,16615,1096948,0.0668,0.0677,0.0576,0.0591
cond-mat-2003,31164,120029,0.0274,0.0285,0.0254,0.0268
kneser_10_4_1,349652,992252,0.2948,0.3085,0.2932,0.3074
ks2010,238601,560899,0.1806,0.1904,0.1815,0.1913
ca-HepPh,12009,118521,0.0638,0.0359,0.0666,0.0342
pcrystk03,24697,887937,0.056,0.0565,0.0489,0.0502
cvxbqp1,50001,199984,0.058,0.0599,0.056,0.0582
af_shell10,1508066,27090195,1.557,1.6109,1.5096,1.5849
pkustk07,16861,1217832,0.1209,0.0837,0.111,0.0723
rajat28,87191,607235,3.4442,0.1112,3.6443,0.1099
psse2,28635,115262,0.0231,0.0239,0.0221,0.0233
Freescale2,2999350,23042677,7.5124,4.4125,7.5322,4.2161
Si41Ge41H72,185640,7598452,0.7393,0.7447,0.6238,0.6338
Chebyshev4,68122,5377761,8.3407,0.4423,9.2444,0.3881
ch7-8-b5,141121,846720,0.182,0.1869,0.1724,0.179
circuit5M,5558327,59524291,178.3201,10.1603,178.4542,10.2041
soc-sign-Slashdot090216,81872,545671,0.1505,0.1374,0.1311,0.1248
LeGresley_87936,87937,593276,0.1252,0.1281,0.1214,0.125
pds-70,390006,833465,0.2214,0.2243,0.2197,0.2233
F1,343792,13590452,0.9711,0.9485,0.913,0.9023
xenon1,48601,1181120,0.1161,0.1173,0.1047,0.1069
apache1,80801,311492,0.0773,0.0828,0.0766,0.0813
hcircuit,105677,513072,0.4573,0.1149,0.464,0.1164
torso2,115968,1033473,0.1217,0.1263,0.1182,0.1247
pkustk04,55591,2137125,0.5744,0.1476,0.57,0.1345
vanbody,47073,1191985,0.0799,0.0814,0.0763,0.0788
barrier2-3,113077,3805068,1.3313,0.5488,1.2534,0.4817
cage13,445316,7479343,1.394,1.4193,1.2113,1.2569
dbir2,45878,1158159,0.7225,0.1432,0.8419,0.1208
std1_Jac3_db,21983,531826,0.0714,0.0563,0.0673,0.0504
Long_Coup_dt6,1470153,44279572,2.9207,3.0532,2.7159,2.7214
Lin,256001,1011200,0.2323,0.2449,0.2294,0.2443
tx2010,914232,2228136,0.6838,0.719,0.683,0.7202
light_in_tissue,29283,406084,0.0525,0.0534,0.0466,0.0481
TSOPF_RS_b39_c7,14099,252446,0.0223,0.0228,0.0202,0.0209
nh2010,48838,117275,0.0447,0.0469,0.0449,0.047
barrier2-11,115626,3897557,1.6023,0.5612,1.461,0.4908
dielFilterV2clx,607233,12958252,1.363,1.3757,1.1829,1.2156
pfinan512,74753,335872,0.0779,0.0816,0.0767,0.08
eu-2005,862665,19235140,1.9643,1.6035,1.8663,1.4605
ML_Laplace,377003,27689972,1.3338,1.3667,1.1401,1.203
Ga3As3H12,61350,3016148,0.3334,0.2651,0.3083,0.2279
g7jac080sc,23671,293976,0.0579,0.0531,0.0529,0.0474
IG5-18,47895,1790490,0.3349,0.3338,0.282,0.2822
Dubcova1,16130,134569,0.0227,0.0229,0.0204,0.021
fome20,108176,232647,0.0713,0.0704,0.0717,0.07
cont11_l,1961395,5382999,1.6082,1.6451,1.6143,1.6633
bloweybl,30004,70001,0.6971,0.0234,0.8083,0.0228
TSOPF_FS_b162_c3,30799,904612,0.0498,0.0503,0.0427,0.0434
fem_filter,74063,1731206,0.2498,0.1832,0.2418,0.1646
c-59,41283,260909,0.3197,0.0571,0.3195,0.0529
Ga41As41H72,268097,9378286,0.9784,0.9943,0.819,0.8437
oh2010,365345,884120,0.275,0.2892,0.2756,0.2907
c-58,37596,295076,0.5126,0.0646,0.5037,0.0591
Flan_1565,1564795,59485419,3.3565,3.3507,3.0126,3.0894
Wordnet3,82671,132964,0.0504,0.0537,0.049,0.0535
lhr17,17577,381975,0.0357,0.0362,0.0321,0.0327
trdheim,22099,978711,0.0473,0.048,0.0413,0.0424
amazon0312,400728,3200440,0.6695,0.6804,0.6658,0.6773
crystm02,13966,168435,0.0299,0.0303,0.0264,0.027
StocF-1465,1465138,11235263,1.7457,1.79,1.6882,1.7469
onetone1,36058,341088,0.0601,0.065,0.0564,0.0576
rajat29,643995,4866270,56.9418,0.8383,59.8503,0.846
auto,448696,3314611,0.7676,0.7789,0.7511,0.7652
mark3jac060,27450,170695,0.0368,0.0376,0.0334,0.0345
GL7d14,171376,1831183,0.4057,0.4086,0.3462,0.3521
engine,143572,2424822,0.2645,0.246,0.2573,0.2402
kron_g500-logn19,524289,21781478,10.7852,4.7485,10.2081,4.2568
world,67148,198883,0.2999,0.0604,0.2905,0.0598
cont-201,80596,239596,0.0627,0.067,0.0616,0.0661
c-52,23949,113332,0.1282,0.0282,0.1358,0.0271
bcircuit,68903,375558,0.0715,0.0738,0.0714,0.0742
bbmat,38745,1771722,0.1153,0.1176,0.1037,0.1091
pa2010,421546,1029231,0.3174,0.334,0.317,0.3346
gupta2,62065,2155175,0.1847,0.1861,0.1579,0.1597
Zd_Jac6_db,22836,663643,0.0834,0.0696,0.0735,0.0614
mark3jac120sc,54930,342475,0.071,0.0729,0.0684,0.0704
EAT_SR,23220,325589,0.0822,0.077,0.0708,0.0674
dixmaanl,60001,179999,0.057,0.0603,0.0567,0.0599
af23560,23561,484256,0.0469,0.0476,0.0409,0.0417
ch8-8-b4,376321,1881600,0.3904,0.4018,0.371,0.3883
south31,36322,112398,0.0281,0.0246,0.0278,0.0243
c-48,18355,92217,0.0727,0.024,0.0818,0.0239
msc10848,10849,620313,0.0533,0.0401,0.0524,0.036
n4c6-b8,198896,1790055,0.3615,0.3657,0.3248,0.3327
Ge99H100,112986,4282190,0.4382,0.4446,0.3722,0.3805
c-43,11126,67400,0.0239,0.0168,0.0233,0.0164
citationCiteseer,268496,1156647,0.4271,0.3383,0.4199,0.3337
TSOPF_FS_b39_c30,120217,1575639,0.1233,0.1221,0.1195,0.1193
onetone2,36058,227628,0.0421,0.0433,0.0403,0.0417
Hook_1498,1498024,31207734,2.2453,2.2734,2.0966,2.1227
blockqp1,60013,340022,4.1683,0.0594,4.7465,0.057
ch7-7-b5,52921,211680,0.0511,0.0526,0.0482,0.0502
mario001,38435,114643,0.0301,0.0315,0.028,0.0297
