dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,4,8,14,18,22,30,38,50,density,speedup
CurlCurl_4,2380516,14448191,0.2928,1.727,0.3316,0.4038,0.9259,1.0479,1.0477,1.0485,1.2132,2.1525,0,0.88
cvxqp3,17501,69981,0.0047,0.0119,0.0052,0.0051,0.0044,0.0126,0.0126,0.0126,0.0125,0.0125,14,1.07
cyl6,13682,363961,0.0096,0.0251,0.01,0.01,0.0101,0.0084,0.01,0.0117,0.0117,0.0126,18,1.14
darcy003,389875,1167685,0.0313,0.1784,0.0322,0.0584,0.078,0.1141,0.1542,0.2075,0.2075,0.2075,0,0.97
dawson5,51538,531157,0.0103,0.0441,0.01,0.0117,0.015,0.0199,0.0224,0.0273,0.0338,0.0412,4,1.03
dblp-2010,326187,807700,0.1423,0.1292,0.1354,0.1305,0.1289,0.0936,0.1059,0.1215,0.128,0.133,18,1.38
dc3,116836,766396,0.0699,0.0895,0.074,0.0764,0.0813,0.0961,0.0969,0.0919,0.0896,0.0985,0,0.94
de2010,24116,58028,0.0057,0.0168,0.006,0.0068,0.0085,0.0166,0.0183,0.0182,0.0183,0.0182,0,0.95
debr,1048577,2097149,0.1082,0.5746,0.1084,0.21,0.4741,0.474,0.6949,0.695,0.695,0.695,0,1.0
delaunay_n15,32769,98274,0.0061,0.0176,0.006,0.0076,0.0092,0.0092,0.0101,0.0182,0.0199,0.0199,4,1.02
delaunay_n16,65537,196575,0.0083,0.032,0.0084,0.0126,0.0158,0.0159,0.0166,0.0314,0.0363,0.0363,0,0.99
delaunay_n17,131073,393176,0.0129,0.0598,0.0149,0.0232,0.0281,0.0289,0.0297,0.0584,0.0675,0.0674,0,0.87
delaunay_n18,262145,786396,0.0217,0.1159,0.0272,0.0445,0.0551,0.0559,0.0593,0.1108,0.1309,0.1305,0,0.8
delaunay_n19,524289,1572823,0.0395,0.2293,0.051,0.0838,0.1035,0.1051,0.11,0.2229,0.2582,0.2582,0,0.77
delaunay_n20,1048577,3145686,0.113,0.561,0.1397,0.216,0.2643,0.2715,0.2888,0.5908,0.6957,0.6956,0,0.81
delaunay_n21,2097153,6291408,0.2411,1.1372,0.3076,0.4749,0.5797,0.5863,0.6158,1.2583,1.4119,1.4122,0,0.78
delaunay_n22,4194305,12582869,0.495,2.2817,0.6298,0.9844,1.2078,1.2285,1.3113,2.5233,2.8383,2.8382,0,0.79
denormal,89401,622812,0.0106,0.0566,0.0108,0.0109,0.0519,0.0519,0.0519,0.0527,0.0526,0.069,0,0.98
dictionary28,52653,89038,0.0092,0.0193,0.0093,0.0117,0.015,0.0183,0.0199,0.0207,0.0207,0.0207,0,0.99
dielFilterV2clx,607233,12958252,0.3352,1.1237,0.3476,0.3751,0.4349,0.5125,0.5518,0.6003,0.7533,0.9267,0,0.96
dielFilterV2real,1157457,24848204,0.5863,2.1826,0.5896,0.6082,0.7413,1.0525,1.0741,1.2297,1.5262,1.8744,0,0.99
dielFilterV3clx,420409,16653308,0.3127,1.9559,0.3215,0.3357,0.3661,0.4755,0.499,0.5524,0.7064,0.9127,0,0.97
Dubcova1,16130,134569,0.0057,0.0142,0.0052,0.0052,0.0068,0.0093,0.0117,0.0125,0.0133,0.0142,4,1.1
Dubcova3,146690,1891669,0.0227,0.1431,0.0198,0.0215,0.0363,0.0445,0.0494,0.0617,0.0921,0.0936,4,1.15
e40r0100,17282,553562,0.0087,0.0636,0.0093,0.0085,0.0092,0.0166,0.0174,0.019,0.0249,0.0306,8,1.02
EAT_RS,23220,325592,0.0163,0.0463,0.0165,0.0166,0.0191,0.0437,0.0461,0.0478,0.0493,0.0494,0,0.99
ecology1,1000001,2998000,0.1213,0.5498,0.1627,0.1627,0.1621,0.1616,0.1634,0.677,0.6771,0.6772,0,0.75
ecology2,1000000,2997995,0.1201,0.5502,0.1624,0.1616,0.162,0.1627,0.1626,0.6771,0.6771,0.6769,0,0.74
email-Enron,36693,183831,0.0144,0.0261,0.0141,0.015,0.0175,0.0183,0.0199,0.024,0.0265,0.0281,4,1.02
Emilia_923,923137,20964171,0.2881,1.5061,0.2984,0.3253,0.3849,0.4315,0.4707,0.57,0.7572,1.1785,0,0.97
engine,143572,2424822,0.069,0.2405,0.0698,0.0729,0.0779,0.083,0.0798,0.0878,0.1068,0.2198,0,0.99
enron,69245,276143,0.0255,0.0443,0.0207,0.0191,0.0174,0.0331,0.033,0.033,0.0372,0.0405,14,1.47
eu-2005,862665,19235140,0.544,2.0871,0.56,0.6021,0.6758,0.9818,1.0211,1.0556,1.1258,1.1852,0,0.97
ex11,16615,1096948,0.01,0.1563,0.0096,0.0101,0.0101,0.0149,0.0158,0.0166,0.0199,0.0265,4,1.04
ex19,12006,259879,0.0055,0.0251,0.0052,0.0061,0.006,0.0093,0.0093,0.0109,0.0166,0.0174,4,1.06
F1,343792,13590452,0.1979,1.6697,0.2028,0.2085,0.2242,0.2354,0.2496,0.2787,0.3687,0.74,0,0.98
F2,71506,2682895,0.0327,0.3237,0.033,0.0339,0.0363,0.0452,0.0458,0.0513,0.0707,0.1403,0,0.99
Fault_639,638803,14626683,0.2248,1.0637,0.2322,0.2487,0.2505,0.296,0.3218,0.3881,0.4918,0.7172,0,0.97
fcondp2,201823,5748069,0.0415,0.5951,0.0437,0.0469,0.0518,0.06,0.0646,0.069,0.0904,0.1223,0,0.95
fem_hifreq_circuit,491101,20239237,0.3349,2.7073,0.3172,0.3364,0.3617,0.4606,0.4977,0.6302,1.0303,1.4609,4,1.06
filter3D,106438,1406808,0.0297,0.1024,0.0297,0.0338,0.0412,0.065,0.0707,0.0764,0.0857,0.0954,0,1.0
finance256,37377,167936,0.0077,0.0238,0.0076,0.0077,0.0109,0.0215,0.0215,0.0248,0.0272,0.0265,4,1.01
Flan_1565,1564795,59485419,0.6454,6.934,0.6514,0.7127,0.7448,0.9707,0.9868,1.0463,1.2116,1.8627,0,0.99
flickr,820879,9837214,0.5656,1.4785,0.6092,0.6091,0.6304,1.4888,1.4711,1.4691,1.5489,1.5691,0,0.93
foldoc,13357,120238,0.0069,0.0157,0.0068,0.0069,0.0076,0.0133,0.0141,0.0141,0.0142,0.0166,4,1.01
Freescale1,3428756,18920347,1.1625,2.7723,1.2873,1.4257,1.6067,1.9559,2.0273,2.1385,3.4806,3.4913,0,0.9
fullb,199188,5953632,0.049,0.5452,0.0502,0.0444,0.0551,0.0583,0.0675,0.0789,0.1068,0.1231,8,1.1
FullChip,2987013,26621990,2.0681,3.279,2.1098,2.3736,2.9773,3.739,3.7407,3.6503,3.0186,3.667,0,0.98
fxm4_6,18893,258368,0.0099,0.0249,0.0092,0.0092,0.0101,0.0142,0.015,0.0166,0.0174,0.0191,4,1.08
G2_circuit,150103,438388,0.013,0.0701,0.0166,0.0167,0.0216,0.0306,0.033,0.0714,0.0715,0.0715,0,0.78
G3_circuit,1585479,4623152,0.1789,0.9084,0.2382,0.2393,0.3014,0.4396,0.4768,1.0974,1.0976,1.0971,0,0.75
Ga10As10H30,113082,3114357,0.0663,0.3016,0.0665,0.069,0.078,0.1788,0.1797,0.1813,0.1903,0.2067,0,1.0
Ga19As19H42,133124,4508981,0.0777,0.4853,0.0789,0.0821,0.0937,0.2133,0.2141,0.2166,0.237,0.2713,0,0.98
Ga3As3H12,61350,3016148,0.0406,0.379,0.042,0.0428,0.0486,0.1018,0.1027,0.1035,0.1231,0.1526,0,0.97
Ga41As41H72,268097,9378286,0.1552,1.025,0.1575,0.164,0.186,0.4351,0.4377,0.4417,0.5016,0.5727,0,0.99
GaAsH6,61350,1721579,0.0378,0.1744,0.0379,0.0396,0.0445,0.0969,0.0977,0.0985,0.1026,0.1132,0,1.0
gas_sensor,66918,885141,0.0146,0.0637,0.015,0.0158,0.0199,0.0216,0.0248,0.0387,0.0478,0.0756,0,0.97
Ge87H76,112986,4002590,0.0669,0.4436,0.0676,0.0715,0.0769,0.1756,0.1772,0.1731,0.1968,0.2427,0,0.99
Ge99H100,112986,4282190,0.0673,0.489,0.0683,0.0723,0.0781,0.1772,0.1789,0.1748,0.2018,0.2559,0,0.99
gearbox,153747,4617075,0.0423,0.4665,0.0429,0.0461,0.0518,0.056,0.0617,0.0739,0.0969,0.151,0,0.99
Geo_1438,1437961,32297325,0.4391,2.28,0.4553,0.4966,0.5932,0.6603,0.7257,0.8838,1.1552,1.745,0,0.96
gridgena,48963,280523,0.0076,0.0307,0.0076,0.0134,0.0142,0.0142,0.0141,0.015,0.0199,0.0355,0,1.0
gsm_106857,589447,11174185,0.4361,1.1737,0.4509,0.4871,0.5668,0.989,1.0161,1.0792,1.2078,1.2767,0,0.97
gupta1,31803,1098006,0.0133,0.1305,0.0142,0.0158,0.0183,0.0281,0.0297,0.0314,0.0355,0.0396,0,0.94
gupta2,62065,2155175,0.0236,0.2503,0.0257,0.0289,0.0346,0.0559,0.0568,0.0601,0.0633,0.0699,0,0.92
gupta3,16784,4670105,0.0323,0.739,0.0322,0.0322,0.0322,0.0346,0.0347,0.0355,0.0511,0.0707,4,1.0
gyro,17362,519260,0.0075,0.0578,0.0076,0.0076,0.0077,0.0117,0.0126,0.0134,0.0166,0.0257,0,0.99
gyro_k,17362,519260,0.0074,0.0577,0.0075,0.0077,0.0076,0.0118,0.0125,0.0133,0.0166,0.0257,0,0.99
gyro_m,17362,178896,0.0063,0.0186,0.0068,0.0068,0.0084,0.0133,0.015,0.0175,0.0191,0.0223,0,0.93
H2O,67025,1141880,0.0204,0.0782,0.0199,0.0215,0.0273,0.0699,0.0699,0.0716,0.0715,0.0764,4,1.03
halfb,224618,6306219,0.0591,0.5714,0.0616,0.065,0.0715,0.0685,0.0805,0.0961,0.1116,0.1387,0,0.96
Hamrle3,1447361,5514242,0.2628,1.1105,0.2776,0.4052,0.412,0.8522,0.8522,0.8537,1.375,1.3756,0,0.95
hangGlider_4,15562,79088,0.0117,0.0131,0.0117,0.0125,0.0126,0.0134,0.0134,0.0134,0.0133,0.0143,0,1.0
hangGlider_5,16012,82070,0.0117,0.0134,0.0117,0.0125,0.0125,0.0134,0.0133,0.0134,0.0134,0.0142,0,1.0
helm2d03,392258,1567096,0.036,0.2091,0.0338,0.0584,0.16,0.1682,0.169,0.1797,0.2411,0.2427,4,1.07
helm3d01,32227,230335,0.0079,0.0243,0.0077,0.0084,0.0125,0.0191,0.0207,0.0224,0.0252,0.0289,4,1.03
hi2010,25017,62063,0.0064,0.0165,0.006,0.0068,0.0092,0.0158,0.0175,0.0183,0.0183,0.0182,4,1.07
hollywood-2009,1139906,57515616,1.3439,7.4177,1.4199,1.4498,1.53,3.9802,4.1678,4.2483,5.0621,5.5069,0,0.95
hood,220543,5494489,0.0354,0.5077,0.0355,0.0395,0.0461,0.0593,0.0707,0.083,0.1051,0.133,0,1.0
Hook_1498,1498024,31207734,0.4365,2.3452,0.4526,0.5053,0.6056,0.648,0.728,0.8769,1.1129,1.6977,0,0.96
HTC_336_4438,226341,565431,0.0595,0.121,0.0592,0.0593,0.0887,0.1208,0.1207,0.1224,0.1223,0.124,4,1.01
HTC_336_9129,226341,554881,0.0593,0.1207,0.0592,0.0592,0.0887,0.1208,0.1208,0.1223,0.1223,0.1249,4,1.0
hugetric-00000,5824555,8733523,0.7115,2.6396,0.7101,0.7792,1.6656,3.2445,3.2448,3.0382,3.0491,3.2461,4,1.0
human_gene1,22284,12345963,0.1724,1.7842,0.2001,0.2043,0.2165,0.7113,0.7129,0.717,1.1446,1.469,0,0.86
human_gene2,14341,9041364,0.1164,1.4477,0.1238,0.1266,0.1338,0.4049,0.4057,0.409,0.6973,0.944,0,0.94
HV15R,2017170,283073458,2.1962,37.3365,2.1966,2.266,2.434,3.2369,3.3625,3.5803,5.1262,7.3063,0,1.0
ibm_matrix_2,51449,1056610,0.029,0.065,0.0289,0.0313,0.033,0.0183,0.0199,0.0256,0.0355,0.0543,18,1.58
igbt3,10939,234006,0.0066,0.0168,0.0059,0.006,0.0068,0.0125,0.0126,0.0141,0.0158,0.0202,4,1.12
in-2004,1382909,16917053,0.7517,1.9518,0.766,0.7953,0.8367,0.951,0.9753,1.0088,1.0558,1.0901,0,0.98
inlet,11731,328323,0.0052,0.0311,0.0052,0.0052,0.0067,0.0085,0.0092,0.0101,0.0125,0.0133,0,1.0
inline_1,503713,18660027,0.3428,2.1685,0.352,0.3655,0.3921,0.4403,0.4634,0.5084,0.6515,0.8669,0,0.97
ins2,309413,1530448,0.1881,0.3142,0.1903,0.1903,0.1878,0.269,0.2697,0.2689,0.2935,0.2936,14,1.0
italy_osm,6686494,7013978,0.6365,3.3137,0.634,0.8136,4.0116,4.0263,4.0276,4.0292,3.7679,3.786,4,1.0
jan99jac120sc,41375,260202,0.0078,0.03,0.0075,0.0087,0.0117,0.0207,0.0231,0.0281,0.0297,0.0314,4,1.04
juba40k,40338,144945,0.0077,0.0254,0.0076,0.0076,0.0092,0.0125,0.0174,0.0223,0.0272,0.0272,4,1.01
k3plates,11108,378927,0.0051,0.0462,0.0052,0.0052,0.0052,0.0093,0.0092,0.0101,0.0109,0.0134,0,0.98
kim1,38416,933195,0.0093,0.0519,0.0092,0.0092,0.0093,0.0142,0.015,0.015,0.0158,0.0281,4,1.01
kkt_power,2063495,8130343,0.5275,1.4064,0.5483,0.6104,1.1057,1.7182,1.7218,1.7242,1.7242,1.7244,0,0.96
kron_g500-logn16,65537,2456398,0.08,0.3599,0.0871,0.0934,0.0963,0.3369,0.3353,0.3369,0.3607,0.3664,0,0.92
kron_g500-logn17,131073,5114375,0.1717,0.753,0.1862,0.2002,0.2067,0.7253,0.721,0.7243,0.7621,0.7675,0,0.92
kron_g500-logn18,262145,10583222,0.3704,1.5719,0.41,0.4149,0.4332,1.5634,1.5538,1.557,1.606,1.6125,0,0.9
kron_g500-logn19,524289,21781478,0.7797,3.2426,0.8586,0.8695,0.8926,3.2676,2.9411,3.2522,3.006,3.3283,0,0.91
kron_g500-logn20,1048577,44620272,1.6024,6.7173,1.7359,1.7598,1.8448,6.4343,6.7808,6.1616,6.8804,6.6379,0,0.92
laminar_duct3D,67174,3833077,0.0282,0.4274,0.028,0.0284,0.0347,0.0412,0.0444,0.0453,0.0698,0.1026,4,1.01
language,399131,1216334,0.2248,0.2162,0.2321,0.2394,0.2452,0.2402,0.2189,0.2132,0.2132,0.2141,30,1.01
largebasis,440021,5560100,0.062,0.3966,0.0887,0.1018,0.1018,0.0969,0.1059,0.2197,0.3,0.2999,0,0.7
ldoor,952204,23737339,0.2255,2.4472,0.2324,0.2531,0.2946,0.3402,0.3964,0.4615,0.5955,0.7275,0,0.97
lhr34,35153,764014,0.0091,0.0846,0.0092,0.0093,0.0191,0.0281,0.0281,0.0282,0.0314,0.0354,0,0.99
lhr34c,35153,764014,0.009,0.0845,0.0093,0.0093,0.0191,0.0281,0.028,0.028,0.0314,0.0355,0,0.97
lhr71,70305,1528092,0.0151,0.1634,0.015,0.015,0.0355,0.0461,0.0461,0.047,0.0535,0.0625,4,1.01
lhr71c,70305,1528092,0.015,0.1633,0.015,0.0149,0.0355,0.0453,0.0461,0.0477,0.0535,0.0625,8,1.01
li,22696,1350309,0.0146,0.1746,0.0142,0.0142,0.0158,0.0216,0.0231,0.0248,0.0322,0.0543,4,1.03
ljournal-2008,5363261,79023142,4.4985,9.3247,4.4912,4.7149,5.1764,8.311,8.2406,8.238,8.8166,9.4677,4,1.0
Long_Coup_dt0,1470153,44279572,0.5784,4.1913,0.6041,0.6552,0.7287,0.9453,1.0103,1.1723,1.3232,1.7451,0,0.96
Long_Coup_dt6,1470153,44279572,0.5767,4.4435,0.6047,0.6595,0.7279,0.947,1.0081,1.1733,1.3221,1.7445,0,0.95
lowThrust_10,18261,116074,0.0059,0.0158,0.006,0.006,0.0109,0.0142,0.0134,0.0133,0.0133,0.0133,0,0.98
lowThrust_11,18369,117002,0.0056,0.0151,0.0052,0.006,0.0109,0.0134,0.0141,0.0142,0.0133,0.0141,4,1.08
lowThrust_12,18459,117423,0.0055,0.0152,0.0051,0.0059,0.0108,0.0142,0.0142,0.0134,0.0141,0.0142,4,1.08
lowThrust_13,18477,117580,0.0054,0.0153,0.0051,0.006,0.0101,0.0141,0.0133,0.0141,0.0133,0.0133,4,1.06
lowThrust_4,13563,84240,0.0042,0.0119,0.0044,0.0052,0.0084,0.0109,0.0109,0.0109,0.0109,0.0109,0,0.95
lowThrust_5,16263,103701,0.0054,0.0139,0.0052,0.0051,0.0092,0.0133,0.0125,0.0134,0.0126,0.0134,8,1.06
lowThrust_6,16929,108376,0.0049,0.0142,0.0052,0.006,0.0101,0.0134,0.0134,0.0133,0.0134,0.0134,0,0.94
lowThrust_7,17379,110607,0.0054,0.0145,0.0052,0.0052,0.0101,0.0134,0.0134,0.0133,0.0133,0.0133,4,1.04
lowThrust_8,17703,113139,0.0051,0.0147,0.0051,0.006,0.0101,0.0134,0.0133,0.0133,0.0134,0.0134,0,1.0
lowThrust_9,18045,114806,0.0056,0.015,0.0051,0.006,0.0101,0.0133,0.0134,0.0135,0.0142,0.0141,4,1.1
lp1,534389,1088904,0.0657,0.2563,0.069,0.069,0.0691,0.2574,0.2672,0.2697,0.2705,0.2697,0,0.95
luxembourg_osm,114600,119666,0.0104,0.0573,0.0101,0.0126,0.0576,0.0576,0.058,0.0581,0.0575,0.0576,4,1.03
m14b,214766,1679018,0.0478,0.1497,0.0534,0.0642,0.0822,0.1354,0.1396,0.1543,0.1657,0.1772,0,0.9
mario001,38435,114643,0.0061,0.0217,0.0067,0.0084,0.0109,0.015,0.0191,0.0231,0.0232,0.0231,0,0.91
mario002,389875,1167685,0.034,0.1956,0.0354,0.0641,0.0854,0.1256,0.1698,0.2075,0.2076,0.2075,0,0.96
mark3jac040sc,18290,113435,0.0063,0.0179,0.0068,0.006,0.0076,0.0133,0.0142,0.0166,0.0182,0.0208,8,1.05
mark3jac060sc,27450,170695,0.008,0.0234,0.0084,0.0076,0.0101,0.0166,0.0183,0.0216,0.0248,0.0273,8,1.05
me2010,69519,167738,0.016,0.0324,0.0158,0.0182,0.024,0.0305,0.0347,0.0362,0.0355,0.0354,4,1.01
memplus,17759,126150,0.0125,0.017,0.0126,0.0133,0.0133,0.0133,0.015,0.0141,0.0175,0.0182,0,0.99
mip1,66464,5209641,0.0442,0.7562,0.0453,0.0509,0.0568,0.0594,0.0604,0.0626,0.0653,0.0676,0,0.98
ML_Laplace,377003,27689972,0.2133,4.063,0.2151,0.2419,0.2544,0.2868,0.2873,0.352,0.3811,0.6543,0,0.99
mouse_gene,45102,14506196,0.3358,2.2985,0.3578,0.3764,0.3802,1.4216,1.4242,1.4332,1.995,2.2204,0,0.94
msc10848,10849,620313,0.0087,0.0894,0.0092,0.0093,0.0093,0.0126,0.0125,0.0133,0.015,0.0216,0,0.95
msc23052,23053,588933,0.0115,0.0723,0.0118,0.0117,0.0125,0.0117,0.0125,0.0166,0.0198,0.0232,0,0.98
msdoor,415864,10328399,0.1085,1.0605,0.1125,0.1206,0.1116,0.1313,0.1494,0.1801,0.2116,0.2844,0,0.97
m_t1,97579,4925574,0.0392,0.6588,0.0404,0.0412,0.0437,0.0519,0.0559,0.0633,0.0855,0.1305,0,0.97
mult_dcop_01,25188,193276,0.017,0.0271,0.0174,0.0183,0.0207,0.0248,0.0248,0.0272,0.0298,0.0297,0,0.98
mult_dcop_02,25188,193276,0.0169,0.0272,0.0174,0.0182,0.0207,0.0248,0.0249,0.0273,0.0297,0.0297,0,0.97
mult_dcop_03,25188,193216,0.0171,0.0273,0.0174,0.0182,0.0207,0.0248,0.0255,0.0273,0.0297,0.0298,0,0.98
NACA0015,1039184,3114818,0.1648,0.5716,0.1775,0.1872,0.3502,0.509,0.6686,0.7048,0.7048,0.7052,0,0.93
nasasrb,54871,1366097,0.0126,0.0914,0.0125,0.0125,0.0142,0.0207,0.0248,0.0298,0.0322,0.0461,4,1.01
nd12k,36001,7128473,0.039,1.0954,0.0395,0.0404,0.0428,0.0486,0.0502,0.0551,0.065,0.0854,0,0.99
nd24k,72001,14393817,0.0759,2.2119,0.0772,0.0789,0.0838,0.0961,0.1009,0.1101,0.1305,0.1722,0,0.98
nd6k,18001,3457658,0.0206,0.5331,0.0207,0.0207,0.0215,0.0243,0.0248,0.0273,0.0322,0.0412,0,1.0
net100,29921,1031560,0.0239,0.1645,0.024,0.0239,0.0281,0.0649,0.065,0.0674,0.0699,0.0715,0,1.0
net125,36721,1306960,0.029,0.2059,0.0299,0.0297,0.033,0.0765,0.0764,0.0789,0.087,0.0887,0,0.98
net150,43521,1582360,0.0334,0.2478,0.0338,0.034,0.0397,0.0904,0.0904,0.0928,0.1027,0.1059,0,0.99
net4-1,88344,1265035,0.0543,0.166,0.056,0.0576,0.0609,0.1051,0.1061,0.1282,0.1624,0.1732,0,0.97
net50,16321,480760,0.0143,0.0808,0.0141,0.0142,0.015,0.0338,0.0338,0.0346,0.0379,0.0388,4,1.01
net75,23121,756160,0.0188,0.1227,0.0198,0.0191,0.0215,0.0488,0.0494,0.0502,0.0535,0.0551,0,0.98
netherlands_osm,2216689,2441238,0.2132,1.0288,0.2115,0.3733,1.2424,1.2555,1.2547,1.2552,1.2553,1.2548,4,1.01
nh2010,48838,117275,0.009,0.0241,0.0092,0.0109,0.0158,0.0232,0.0264,0.0265,0.0265,0.0265,0,0.98
NLR,4163764,12487976,1.7701,2.7081,1.8154,1.9286,2.5556,2.84,3.196,3.3152,3.3134,3.3135,0,0.98
NotreDame_www,325730,929849,0.0447,0.0893,0.0444,0.0486,0.0576,0.0592,0.0616,0.069,0.0772,0.0863,4,1.01
nv2010,84539,208499,0.0168,0.037,0.0166,0.0199,0.0264,0.0346,0.0395,0.0404,0.0407,0.0404,4,1.01
ohne2,181344,11063545,0.1382,1.4641,0.1411,0.147,0.1633,0.2574,0.2658,0.296,0.5547,0.9186,0,0.98
oilpan,73753,1835470,0.0137,0.1732,0.0133,0.0134,0.0158,0.0216,0.0273,0.0338,0.0388,0.0428,4,1.03
olafu,16147,515651,0.0064,0.0655,0.006,0.006,0.0068,0.0108,0.0109,0.0117,0.0134,0.0159,4,1.07
onetone2,36058,227628,0.008,0.0286,0.0076,0.0093,0.0126,0.0174,0.0191,0.0208,0.0232,0.0314,4,1.05
OPF_10000,43888,255799,0.0112,0.0342,0.0109,0.0118,0.0126,0.0125,0.0207,0.0223,0.0273,0.0289,4,1.03
opt1,15450,973052,0.0087,0.138,0.0084,0.009,0.0093,0.0135,0.0141,0.015,0.0191,0.029,4,1.04
p2p-Gnutella31,62587,147892,0.0097,0.0195,0.0101,0.0109,0.0125,0.0224,0.0224,0.0223,0.0223,0.0223,0,0.96
