dataSet,num_nodes1,num_edges1,time
144,144650,1074393,0.1485
2D_27628_bjtcai,27629,442898,0.0329
2D_54019_highK,54020,996414,0.0818
333SP,3712816,11108633,3.4051
3D_28984_Tetra,28985,599170,0.0676
3D_51448_3D,51449,1056610,0.1966
3Dspectralwave,680944,17165766,1.2819
3Dspectralwave2,292009,7307376,0.5324
3dtube,45331,1629474,0.3381
598a,110972,741934,0.1151
a0nsdsil,80017,200021,0.7993
a2nnsnsl,80017,196115,0.774
a5esindl,60009,145004,1.4645
adaptive,6815745,13624320,5.8862
af_0_k101,503626,9027150,0.62
af_1_k101,503626,9027150,0.6221
af_2_k101,503626,9027150,0.6223
af_3_k101,503626,9027150,0.6211
af_4_k101,503626,9027150,0.6193
af_5_k101,503626,9027150,0.6191
af_shell1,504856,9046865,0.6233
af_shell10,1508066,27090195,1.9523
af_shell2,504856,9046865,0.6238
af_shell3,504856,9046865,0.6252
af_shell4,504856,9046865,0.6232
af_shell5,504856,9046865,0.6236
af_shell6,504856,9046865,0.6244
af_shell7,504856,9046865,0.6247
af_shell8,504856,9046865,0.6245
af_shell9,504856,9046865,0.6222
ak2010,45293,108549,0.0525
Andrews,60001,410077,0.0633
AS365,3799276,11368076,3.8683
as-caida,31380,106762,0.2472
ASIC_680k,682863,3871773,58.8932
as-Skitter,1696416,11095298,5.8264
astro-ph,16707,121251,0.0322
audikw_1,943696,39297771,2.5197
auto,448696,3314611,0.4957
barrier2-1,113077,3805068,1.1893
barrier2-10,115626,3897557,1.4008
barrier2-11,115626,3897557,1.4021
barrier2-12,115626,3897557,1.4014
barrier2-2,113077,3805068,1.1899
barrier2-3,113077,3805068,1.1892
barrier2-4,113077,3805068,1.1902
barrier2-9,115626,3897557,1.401
bauru5727,40367,145019,0.0324
bbmat,38745,1771722,0.1057
bcsstk17,10975,219812,0.0164
bcsstk18,11949,80519,0.01
bcsstk25,15440,133840,0.0132
bcsstk29,13993,316740,0.0217
bcsstk30,28925,1036208,0.0616
bcsstk31,35589,608502,0.0511
bcsstk32,44610,1029655,0.068
bcsstk35,30238,740200,0.0455
bcsstk36,23053,583096,0.036
bcsstk37,25504,583240,0.0361
bcsstk39,46773,1068033,0.0663
bcsstm36,23053,166389,0.0162
belgium_osm,1441296,1549970,1.0196
BenElechi1,245875,6698185,0.405
blockqp1,60013,340022,2.5774
bloweya,30005,80005,0.0135
bloweybl,30004,70001,0.0127
bmw3_2,227363,5757996,0.3691
bmw7st_1,141348,3740507,0.2441
bmwcra_1,148771,5396386,0.3389
bone010,986704,36326514,2.1957
boneS01,127225,3421188,0.2149
boneS10,914899,28191660,1.7688
boyd1,93280,652246,0.0761
boyd2,466317,890091,14.8589
brack2,62632,366559,0.0557
brainpc2,27608,96601,1.0977
bratu3d,27793,88627,0.0126
Bump_2911,2911420,65320659,4.5241
bundle1,10582,390741,0.1357
bundle_adj,513352,10360701,1.941
c-42,10472,60378,0.0935
c-43,11126,67400,0.1998
c-45,13207,93829,0.1713
c-46,14914,72655,0.1114
c-47,15344,113372,0.1697
c-48,18355,92217,0.02
c-49,21133,89087,0.0226
c-50,22402,108013,0.1578
c-51,23197,113123,0.0526
c-52,23949,113332,0.0259
c-53,30236,201224,0.3673
c-54,31794,211743,0.1666
c-55,32781,218115,0.0404
c-56,35911,208405,0.1337
c-57,37834,221515,1.0065
c-58,37596,295076,0.3617
c-59,41283,260909,0.0444
c-60,43641,171109,0.0383
c-61,43619,176817,0.0387
c-62,41732,300537,0.3544
c-62ghs,41732,300537,0.355
c-63,44235,239469,0.0468
c-64,51036,384438,0.9542
c-64b,51036,384438,0.9525
c-65,48067,204297,0.0789
c-66,49990,274498,0.6156
c-66b,49990,274498,0.6009
c-67b,57976,294955,0.2703
c-68,64811,315408,0.0649
c-69,67459,345714,0.0674
c-70,68925,363955,0.0669
c-71,76639,468096,0.0749
c-73,169423,724348,4.3573
c-73b,169423,724348,4.3128
ca-AstroPh,18773,198110,0.0381
ca-CondMat,23134,93497,0.0206
cage14,1505786,27130349,3.0883
cage15,5154860,99199551,12.3086
ca-HepPh,12009,118521,0.038
caidaRouterLevel,192245,609066,0.2562
cant,62452,2034917,0.1221
case39,40217,526139,2.0936
case9,14455,75801,0.5466
c-big,345242,1343126,1.237
cbuckle,13682,345098,0.0224
ccc,49153,73728,0.0341
cfd1,70657,949510,0.079
Chebyshev4,68122,5377761,0.2858
circuit_4,80210,307604,1.38
circuit5M,5558327,59524291,203.8488
circuit5M_dc,3523318,19194193,4.0803
citationCiteseer,268496,1156647,0.3105
cit-Patents,3774769,16518948,5.0284
ckt11752_dc_1,49703,333029,0.4232
ckt11752_tr_0,49703,333029,0.4238
cnr-2000,325558,3216152,2.3844
CO,221120,3943588,0.3156
coAuthorsCiteseer,227321,814134,0.3418
coAuthorsDBLP,299068,977676,0.2588
cond-mat-2003,31164,120029,0.0262
cond-mat-2005,40422,175693,0.0414
conf5_4-8x8-05,49153,1916928,0.1154
conf5_4-8x8-10,49153,1916928,0.1147
conf5_4-8x8-15,49153,1916928,0.1148
conf5_4-8x8-20,49153,1916928,0.1148
conf6_0-8x8-20,49153,1916928,0.1153
conf6_0-8x8-30,49153,1916928,0.1151
conf6_0-8x8-80,49153,1916928,0.1147
consph,83335,3046907,0.1775
cont-201,80596,239596,0.0592
cont-300,180896,539396,0.13
coPapersCiteseer,434103,16036720,1.0803
coPapersDBLP,540487,15245729,1.3006
copter1,17223,114143,0.0118
CoupCons3D,416801,22322336,1.3468
crankseg_1,52805,5333507,0.4436
crankseg_2,63839,7106348,0.5775
crplat2,18011,489478,0.0294
crystk02,13966,491274,0.0298
crystk03,24697,887937,0.0507
crystm02,13966,168435,0.0138
crystm03,24697,304233,0.0223
ct2010,67579,168176,0.0504
ct20stif,52330,1375396,0.088
Cube_Coup_dt0,2164761,64685452,4.1708
Cube_Coup_dt6,2164761,64685452,4.191
CurlCurl_0,11084,62213,0.0087
CurlCurl_4,2380516,14448191,2.147
cvxqp3,17501,69981,0.0112
cyl6,13682,363961,0.0231
darcy003,389875,1167685,0.3318
dawson5,51538,531157,0.0492
dblp-2010,326187,807700,0.2284
dc3,116836,766396,16.7053
de2010,24116,58028,0.0125
debr,1048577,2097149,0.9173
delaunay_n15,32769,98274,0.0182
delaunay_n16,65537,196575,0.0535
delaunay_n17,131073,393176,0.1157
delaunay_n18,262145,786396,0.2347
delaunay_n19,524289,1572823,0.469
delaunay_n20,1048577,3145686,0.9317
delaunay_n21,2097153,6291408,1.8665
delaunay_n22,4194305,12582869,3.7316
denormal,89401,622812,0.0804
dictionary28,52653,89038,0.0305
dielFilterV2clx,607233,12958252,1.0097
dielFilterV2real,1157457,24848204,1.9551
dielFilterV3clx,420409,16653308,1.161
Dubcova1,16130,134569,0.013
Dubcova3,146690,1891669,0.2237
e40r0100,17282,553562,0.0352
EAT_RS,23220,325592,0.0277
ecology1,1000001,2998000,0.7792
ecology2,1000000,2997995,0.7748
email-Enron,36693,183831,0.2184
Emilia_923,923137,20964171,1.4504
engine,143572,2424822,0.1891
enron,69245,276143,0.2267
eu-2005,862665,19235140,10.6478
ex11,16615,1096948,0.0602
ex19,12006,259879,0.0194
F1,343792,13590452,0.9406
F2,71506,2682895,0.1683
Fault_639,638803,14626683,0.9886
fcondp2,201823,5748069,0.3505
fem_hifreq_circuit,491101,20239237,1.3897
filter3D,106438,1406808,0.1336
finance256,37377,167936,0.0295
Flan_1565,1564795,59485419,3.6457
flickr,820879,9837214,1.9686
foldoc,13357,120238,0.0642
Freescale1,3428756,18920347,4.354
fullb,199188,5953632,0.3726
FullChip,2987013,26621990,332.7089
fxm4_6,18893,258368,0.0302
G2_circuit,150103,438388,0.1218
G3_circuit,1585479,4623152,1.3218
Ga10As10H30,113082,3114357,0.2299
Ga19As19H42,133124,4508981,0.3175
Ga3As3H12,61350,3016148,0.2347
Ga41As41H72,268097,9378286,0.6353
GaAsH6,61350,1721579,0.1663
gas_sensor,66918,885141,0.0738
Ge87H76,112986,4002590,0.2755
Ge99H100,112986,4282190,0.2907
gearbox,153747,4617075,0.282
Geo_1438,1437961,32297325,2.2471
gridgena,48963,280523,0.0402
gsm_106857,589447,11174185,1.7468
gupta1,31803,1098006,0.8658
gupta2,62065,2155175,0.899
gupta3,16784,4670105,0.2679
gyro,17362,519260,0.0482
gyro_k,17362,519260,0.0479
gyro_m,17362,178896,0.021
H2O,67025,1141880,0.0926
halfb,224618,6306219,0.3936
Hamrle3,1447361,5514242,1.2994
hangGlider_4,15562,79088,0.5311
hangGlider_5,16012,82070,0.5419
helm2d03,392258,1567096,0.413
helm3d01,32227,230335,0.0281
hi2010,25017,62063,0.0138
hollywood-2009,1139906,57515616,4.3786
hood,220543,5494489,0.3857
Hook_1498,1498024,31207734,2.2723
HTC_336_4438,226341,565431,0.9076
HTC_336_9129,226341,554881,0.9062
hugetric-00000,5824555,8733523,4.6348
human_gene1,22284,12345963,1.0951
human_gene2,14341,9041364,0.8997
HV15R,2017170,283073458,15.9361
ibm_matrix_2,51449,1056610,0.1969
igbt3,10939,234006,0.017
in-2004,1382909,16917053,4.085
inlet,11731,328323,0.0218
inline_1,503713,18660027,1.2388
ins2,309413,1530448,0.8549
italy_osm,6686494,7013978,4.7112
jan99jac120sc,41375,260202,0.0453
juba40k,40338,144945,0.0325
k3plates,11108,378927,0.0243
kim1,38416,933195,0.0564
kkt_power,2063495,8130343,1.9426
kron_g500-logn16,65537,2456398,1.0304
kron_g500-logn17,131073,5114375,1.9147
kron_g500-logn18,262145,10583222,3.1556
kron_g500-logn19,524289,21781478,6.2137
kron_g500-logn20,1048577,44620272,11.3546
laminar_duct3D,67174,3833077,0.2167
language,399131,1216334,0.3835
largebasis,440021,5560100,0.6359
ldoor,952204,23737339,1.6746
lhr34,35153,764014,0.0534
lhr34c,35153,764014,0.0532
lhr71,70305,1528092,0.1114
lhr71c,70305,1528092,0.1114
li,22696,1350309,0.0753
ljournal-2008,5363261,79023142,12.7852
Long_Coup_dt0,1470153,44279572,2.9067
Long_Coup_dt6,1470153,44279572,2.895
lowThrust_10,18261,116074,0.5408
lowThrust_11,18369,117002,0.5501
lowThrust_12,18459,117423,0.5489
lowThrust_13,18477,117580,0.5509
lowThrust_4,13563,84240,0.4045
lowThrust_5,16263,103701,0.4797
lowThrust_6,16929,108376,0.5052
lowThrust_7,17379,110607,0.5123
lowThrust_8,17703,113139,0.5246
lowThrust_9,18045,114806,0.5394
lp1,534389,1088904,38.3624
luxembourg_osm,114600,119666,0.0835
m14b,214766,1679018,0.2252
mario001,38435,114643,0.026
mario002,389875,1167685,0.3316
mark3jac040sc,18290,113435,0.0151
mark3jac060sc,27450,170695,0.0213
me2010,69519,167738,0.0527
memplus,17759,126150,0.0491
mip1,66464,5209641,7.77
ML_Laplace,377003,27689972,1.5263
mouse_gene,45102,14506196,1.271
msc10848,10849,620313,0.0758
msc23052,23053,588933,0.0358
msdoor,415864,10328399,0.7069
m_t1,97579,4925574,0.2708
mult_dcop_01,25188,193276,1.8447
mult_dcop_02,25188,193276,1.8917
mult_dcop_03,25188,193216,1.8314
NACA0015,1039184,3114818,1.0246
nasasrb,54871,1366097,0.0851
nd12k,36001,7128473,0.3629
nd24k,72001,14393817,0.7181
nd6k,18001,3457658,0.184
net100,29921,1031560,0.0725
net125,36721,1306960,0.0953
net150,43521,1582360,0.1185
net4-1,88344,1265035,0.7119
net50,16321,480760,0.0317
net75,23121,756160,0.0507
netherlands_osm,2216689,2441238,1.5416
nh2010,48838,117275,0.0345
NLR,4163764,12487976,4.2539
NotreDame_www,325730,929849,1.3508
nv2010,84539,208499,0.0683
ohne2,181344,11063545,0.9125
oilpan,73753,1835470,0.1153
olafu,16147,515651,0.0311
onetone2,36058,227628,0.0336
OPF_10000,43888,255799,0.0356
opt1,15450,973052,0.0543
p2p-Gnutella31,62587,147892,0.0334
parabolic_fem,525826,2100225,0.6963
patents,3774769,14970767,4.761
pattern1,19243,4671337,0.9038
pcrystk02,13966,491274,0.0299
pcrystk03,24697,887937,0.051
pct20stif,52330,1375396,0.0874
pdb1HYS,36418,2190591,0.1212
pds10,16559,83108,0.0131
PFlow_742,742794,18940627,1.2932
pkustk01,22045,500712,0.0327
pkustk02,10801,410400,0.0279
pkustk03,63337,1596876,0.1034
pkustk04,55591,2137125,0.1489
pkustk05,37165,1121154,0.0689
pkustk06,43165,1307466,0.0806
pkustk07,16861,1217832,0.0724
pkustk08,22210,1624440,0.0941
pkustk09,33961,808800,0.0521
pkustk10,80677,2194830,0.1382
pkustk11,87805,2652858,0.1658
pkustk12,94654,3803485,0.2181
pkustk13,94894,3355860,0.2045
pkustk14,151927,7494215,0.4281
pli,22696,686502,0.0406
PR02R,161071,8185136,0.4674
Pres_Poisson,14823,365313,0.0246
pwtk,217919,5926171,0.3605
qa8fk,66128,863353,0.0709
qa8fm,66128,863353,0.0714
raefsky3,21201,1488768,0.0793
raefsky4,19780,674195,0.0408
rajat15,37262,443573,0.3479
rajat22,39900,197264,0.4356
rajat26,51033,249302,0.4643
rajat29,643995,4866270,61.5433
rajat30,643995,6175377,61.772
ramage02,16831,1441591,0.0776
Reuters911,13333,148038,0.1097
rgg_n_2_15_s0,32769,160240,0.0239
rgg_n_2_22_s0,4194305,30359198,3.9944
ri2010,25182,62875,0.0133
rim,22561,1014951,0.0633
RM07R,381690,37464962,2.1273
rma10,46836,2374001,0.1373
roadNet-CA,1971282,2766607,1.3827
roadNet-PA,1090921,1541898,0.7648
roadNet-TX,1393384,1921660,0.9633
s3dkq4m2,90450,2455670,0.1478
s3dkt3m2,90450,1921955,0.1222
s4dkt3m2,90450,1921955,0.122
Serena,1391350,32961525,2.3664
shermanACb,18511,145149,0.8052
ship_001,34921,2339575,0.1358
ship_003,121729,4103881,0.2433
shipsec1,140875,3977139,0.2473
shipsec5,179861,5146478,0.3146
shipsec8,114920,3384159,0.207
Si10H16,17078,446500,0.0403
Si34H36,97570,2626974,0.204
Si41Ge41H72,185640,7598452,0.4923
Si5H12,19897,379247,0.0383
Si87H76,240370,5451000,0.4042
sinc15,11533,568526,0.0341
SiO,33402,675528,0.078
SiO2,155332,5719417,0.4607
skirt,12599,104559,0.0108
smallworld,100001,499998,0.0914
sme3Dc,42931,3148656,0.2462
smt,25711,1889447,0.1155
soc-LiveJournal1,4847572,68993773,13.0463
soc-sign-Slashdot090221,82145,549202,0.3499
sparsine,50001,799494,0.0815
srb1,54925,1508538,0.0913
Stanford,281904,2312497,0.3422
std1_Jac2,21983,1248731,0.1352
std1_Jac3,21983,1455848,0.1465
stokes128,49667,295938,0.0393
stokes64,12547,74242,0.0084
struct3,53571,613632,0.0534
t2dah,11446,93781,0.0105
t2dah_a,11446,93781,0.0105
t2dah_e,11446,93781,0.0103
t3dh,79172,2215638,0.1496
t3dh_a,79172,2215638,0.1497
t3dh_e,79172,2215638,0.1484
t3dl,20361,265113,0.0196
t3dl_a,20361,265113,0.0197
tandem_vtx,18455,135902,0.0133
ted_A,10606,424587,0.0322
ted_AB,10606,522387,0.0362
ted_AB_unscaled,10606,522387,0.0363
ted_A_unscaled,10606,424587,0.0321
ted_B_unscaled,10606,77592,0.0098
thread,29737,2249892,0.1273
tmt_sym,726714,2903837,0.5364
torso1,116159,8516500,0.535
transient,178867,961790,9.5365
trdheim,22099,978711,0.056
Trefethen_20000,20001,287233,0.0209
Trefethen_20000b,20000,287217,0.0209
troll,213454,6099282,0.3757
TSOPF_FS_b162_c1,10799,305732,0.3939
TSOPF_FS_b162_c3,30799,904612,1.4142
TSOPF_FS_b162_c4,40799,1204322,2.2389
TSOPF_FS_b300,29215,2203949,1.4749
TSOPF_FS_b300_c1,29215,2203949,1.4851
TSOPF_FS_b300_c2,56815,4391071,3.1963
TSOPF_FS_b300_c3,84415,6578753,4.8102
TSOPF_FS_b39_c19,76217,998359,4.4064
TSOPF_FS_b39_c30,120217,1575639,7.5063
TSOPF_FS_b39_c7,28217,368599,1.1065
TSOPF_FS_b9_c6,14455,75801,0.5463
TSOPF_RS_b162_c3,15375,610299,0.6023
TSOPF_RS_b162_c4,20375,812749,0.8046
TSOPF_RS_b2052_c1,25627,6761100,1.4319
TSOPF_RS_b2383,38121,16171169,2.394
TSOPF_RS_b2383_c1,38121,16171169,2.3813
TSOPF_RS_b300_c1,14539,1474325,0.5825
TSOPF_RS_b300_c2,28339,2943887,1.721
TSOPF_RS_b300_c3,42139,4413449,2.5967
TSOPF_RS_b39_c19,38099,684206,2.2861
TSOPF_RS_b39_c30,60099,1079986,3.957
TSOPF_RS_b39_c7,14099,252446,0.5526
TSOPF_RS_b678_c1,18697,4396289,1.0401
TSOPF_RS_b678_c2,35697,8781949,2.1041
tsyl201,20686,1237821,0.0722
tube1,21499,459277,0.0283
tube2,21499,459277,0.0286
turon_m,189925,912345,0.1526
usroads,129165,165435,0.0962
usroads-48,126147,161950,0.0944
vanbody,47073,1191985,0.0786
venturiLevel3,4026820,8054237,3.1889
vibrobox,12329,177578,0.0189
viscorocks,37763,1162244,0.0686
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.018
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.169
vsp_befref_fxm_2_4_air02,14110,98224,0.1146
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0932
vsp_c-30_data_data,11024,62184,0.161
vsp_c-60_data_cti_cs4,85831,241080,0.0623
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.182
vsp_mod2_pgp2_slptsk,101365,389368,0.3121
vsp_model1_crew1_cr42_south31,45102,189976,2.0695
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.116
vsp_p0291_seymourl_iiasa,10499,53868,0.0165
vsp_sctap1-2b_and_seymourl,40175,140831,0.2226
vsp_south31_slptsk,39669,189914,2.0656
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.1424
vt2010,32581,77799,0.0182
wathen100,30402,251001,0.0248
wathen120,36442,301101,0.0322
web-Google,916429,5105039,2.2417
web-NotreDame,325730,1497134,1.3324
wikipedia-20051105,1634990,19753078,14.6046
wikipedia-20060925,2983495,37269096,31.8737
wikipedia-20061104,3148441,39383235,33.7958
wikipedia-20070206,3566908,45030389,37.7899
wiki-Talk,2394386,5021410,1.3559
windscreen,22693,752541,0.0425
wing_nodal,10938,75488,0.0104
wy2010,86205,213793,0.0671
x104,108385,5138004,0.2919
Zd_Jac2,22836,1642833,0.2608
Zd_Jac3,22836,1916152,0.2864
Zd_Jac6,22836,1711983,0.2781
