dataSet,rows_,columns_,nonzeros_,Sputnik_time,sputnik_gflops,ours_time,ours_gflops
144, 144649, 144649, 1074393, 75.129410, 1.830472, 0.057139,2406.794356
2D_27628_bjtcai, 27628, 27628, 442898, 2.954528, 9.593909, 0.011062,2562.325706
2D_54019_highK, 54019, 54019, 996414, 11.278337, 5.654247, 0.018330,3479.099257
333SP, 3712815, 3712815, 11108633, 0.000102, 13885791.285058, 1.799475,790.177577
3D_28984_Tetra, 28984, 28984, 599170, 3.251405, 11.793942, 0.013210,2902.955590
3D_51448_3D, 51448, 51448, 1056610, 10.229734, 6.610440, 0.019450,3476.834382
3Dspectralwave, 680943, 680943, 17165766, 1644.266357, 1.309786, 1.692666,1272.334951
3Dspectralwave2, 292008, 292008, 7307376, 303.819244, 3.017109, 0.706867,1296.786147
3dtube, 45330, 45330, 1629474, 7.966291, 25.817730, 0.118678,1733.015839
598a, 110971, 110971, 741934, 45.560013, 2.084450, 0.042192,2250.842616
a0nsdsil, 80016, 80016, 200021, 24.126055, 0.941811, 0.013619,1668.392931
a2nnsnsl, 80016, 80016, 196115, 23.960781, 0.927441, 0.013517,1644.043548
a5esindl, 60008, 60008, 145004, 13.652479, 1.195406, 0.010854,1503.561328
adaptive, 6815744, 6815744, 13624320, 0.000205, 8515200.021499, 2.474598,704.725673
af_0_k101, 503625, 503625, 9027150, 900.340637, 1.247576, 1.284710,874.316261
af_1_k101, 503625, 503625, 9027150, 900.962524, 1.246715, 1.284800,874.255322
af_2_k101, 503625, 503625, 9027150, 901.121704, 1.246494, 1.284784,874.266159
af_3_k101, 503625, 503625, 9027150, 901.224487, 1.246352, 1.284678,874.338069
af_4_k101, 503625, 503625, 9027150, 900.663940, 1.247128, 1.284374,874.544974
af_5_k101, 503625, 503625, 9027150, 901.292786, 1.246258, 1.284582,874.403369
af_shell1, 504855, 504855, 9046865, 905.330933, 1.243399, 1.286144,875.242606
af_shell10, 1508065, 1508065, 27090195, 8060.981445, 0.418191, 3.868979,871.296683
af_shell2, 504855, 504855, 9046865, 905.285767, 1.243462, 1.285939,875.381966
af_shell3, 504855, 504855, 9046865, 905.320618, 1.243414, 1.286656,874.894301
af_shell4, 504855, 504855, 9046865, 905.259766, 1.243497, 1.286042,875.312248
af_shell5, 504855, 504855, 9046865, 905.237427, 1.243528, 1.286550,874.966093
af_shell6, 504855, 504855, 9046865, 905.151489, 1.243646, 1.286637,874.907335
af_shell7, 504855, 504855, 9046865, 905.303345, 1.243437, 1.286374,875.085837
af_shell8, 504855, 504855, 9046865, 905.243164, 1.243520, 1.286451,875.033551
af_shell9, 504855, 504855, 9046865, 905.195923, 1.243585, 1.286246,875.172910
ak2010, 45292, 45292, 108549, 7.926989, 1.752781, 0.012902,1076.875009
Andrews, 60000, 60000, 410077, 13.909505, 3.497598, 0.027341,1779.386732
AS365, 3799275, 3799275, 11368076, 0.000205, 7105047.517939, 2.609357,557.652247
as-caida, 31379, 31379, 106762, 3.806208, 1.795164, 0.009114,749.733137
ASIC_680k, 682862, 682862, 3871773, 1654.534424, 0.149766, 0.222691,1112.722324
as-Skitter, 1696415, 1696415, 11095298, 10199.912109, 0.139236, 1.276826,1112.288259
astro-ph, 16706, 16706, 121251, 1.086022, 14.290799, 0.013299,1166.997118
audikw_1, 943695, 943695, 39297771, 3160.140869, 1.572626, 3.746951,1326.336755
auto, 448695, 448695, 3314611, 714.952515, 0.593424, 0.221901,1911.981453
barrier2-1, 113076, 113076, 3805068, 46.793526, 5.204232, 0.187603,1298.082083
barrier2-10, 115625, 115625, 3897557, 48.670723, 5.125127, 0.191901,1299.857248
barrier2-11, 115625, 115625, 3897557, 48.622593, 5.130201, 0.191898,1299.878970
barrier2-12, 115625, 115625, 3897557, 48.679123, 5.124243, 0.192077,1298.666185
barrier2-2, 113076, 113076, 3805068, 46.825043, 5.200729, 0.187597,1298.126379
barrier2-3, 113076, 113076, 3805068, 46.847385, 5.198249, 0.187696,1297.440259
barrier2-4, 113076, 113076, 3805068, 46.803841, 5.203085, 0.187494,1298.835356
barrier2-9, 115625, 115625, 3897557, 48.651367, 5.127166, 0.192000,1299.185696
bauru5727, 40366, 40366, 145019, 6.296765, 1.473966, 0.010413,891.327570
bbmat, 38744, 38744, 1771722, 5.832192, 19.442126, 0.047411,2391.633349
bcsstk17, 10974, 10974, 219812, 0.472883, 58.013483, 0.021798,1258.514353
bcsstk18, 11948, 11948, 80519, 0.557286, 17.121824, 0.007978,1196.069046
bcsstk25, 15439, 15439, 133840, 0.928768, 17.381547, 0.009715,1661.666630
bcsstk29, 13992, 13992, 316740, 0.769155, 51.546464, 0.030630,1294.375228
bcsstk30, 28924, 28924, 1036208, 3.259766, 40.120509, 0.070963,1842.976244
bcsstk31, 35588, 35588, 608502, 4.912742, 15.390717, 0.048845,1547.976958
bcsstk32, 44609, 44609, 1029655, 7.712630, 16.718144, 0.094710,1361.422474
bcsstk35, 30237, 30237, 740200, 3.546829, 26.167158, 0.069325,1338.776823
bcsstk36, 23052, 23052, 583096, 2.066819, 35.397852, 0.055398,1320.633119
bcsstk37, 25503, 25503, 583240, 2.525901, 28.909499, 0.054579,1337.918661
bcsstk39, 46772, 46772, 1068033, 8.466637, 15.793144, 0.113971,1173.233403
bcsstm36, 23052, 23052, 166389, 2.057421, 9.973062, 0.011981,1712.638842
belgium_osm, 1441295, 1441295, 1549970, 7363.139160, 0.026945, 0.280166,708.136850
BenElechi1, 245874, 245874, 6698185, 215.652756, 3.902717, 0.690074,1219.626083
blockqp1, 60012, 60012, 340022, 13.908564, 2.945100, 0.016384,2500.128969
bloweya, 30004, 30004, 80005, 3.480474, 2.758411, 0.008090,1186.780099
bloweybl, 30003, 30003, 70001, 3.480087, 2.206842, 0.007258,1058.201039
bmw3_2, 227362, 227362, 5757996, 184.447906, 3.916945, 0.583699,1237.747707
bmw7st_1, 141347, 141347, 3740507, 72.203568, 6.505754, 0.372960,1259.488133
bmwcra_1, 148770, 148770, 5396386, 80.939110, 8.416402, 0.463478,1469.790384
bone010, 986703, 986703, 36326514, 3453.466064, 1.328128, 3.094342,1482.268015
boneS01, 127224, 127224, 3421188, 58.818970, 7.306652, 0.300093,1432.122792
boneS10, 914898, 914898, 28191660, 2969.021973, 1.195673, 2.578816,1376.592577
boyd1, 93279, 93279, 652246, 32.495411, 2.385530, 0.028774,2694.019262
boyd2, 466316, 466316, 890091, 771.833374, 0.124412, 0.068710,1397.538216
brack2, 62631, 62631, 366559, 15.160013, 3.094955, 0.020378,2302.506260
brainpc2, 27607, 27607, 96601, 2.947072, 3.895826, 0.007168,1601.741029
bratu3d, 27792, 27792, 88627, 2.988035, 3.722494, 0.007642,1455.577876
Bump_2911, 2911419, 2911419, 65320659, 0.000205, 39915593.538277, 8.188621,998.301640
bundle1, 10581, 10581, 390741, 0.438067, 112.625789, 0.018432,2676.739543
bundle_adj, 513351, 513351, 10360701, 935.015625, 1.383202, 0.581315,2224.809020
c-42, 10471, 10471, 60378, 0.427965, 16.492572, 0.007094,994.903074
c-43, 11125, 11125, 67400, 0.481974, 16.422449, 0.006755,1171.719559
c-45, 13206, 13206, 93829, 0.677683, 16.475143, 0.007139,1563.890638
c-46, 14913, 14913, 72655, 0.864358, 9.655032, 0.007270,1147.860880
c-47, 15343, 15343, 113372, 0.914330, 14.797359, 0.010035,1348.220707
c-48, 18354, 18354, 92217, 1.306624, 8.134796, 0.008973,1184.593467
c-49, 21132, 21132, 89087, 1.730234, 5.808862, 0.008982,1118.931262
c-50, 22401, 22401, 108013, 1.945190, 6.370584, 0.009914,1249.999970
c-51, 23196, 23196, 113123, 2.082714, 6.239552, 0.009834,1321.509875
c-52, 23948, 23948, 113332, 2.221328, 5.840571, 0.009728,1333.657852
c-53, 30235, 30235, 201224, 3.534438, 6.739864, 0.011059,2154.010413
c-54, 31793, 31793, 211743, 3.910041, 6.411275, 0.012800,1958.464907
c-55, 32780, 32780, 218115, 4.157856, 6.210124, 0.016592,1556.219825
c-56, 35910, 35910, 208405, 4.987494, 4.887745, 0.013107,1859.863286
c-57, 37833, 37833, 221515, 5.533565, 4.686420, 0.012698,2042.323616
c-58, 37595, 37595, 295076, 5.463350, 6.472887, 0.018918,1869.272714
c-59, 41282, 41282, 260909, 6.591190, 4.665971, 0.019770,1555.636126
c-60, 43640, 43640, 171109, 7.358333, 2.596919, 0.012800,1492.889929
c-61, 43618, 43618, 176817, 7.354995, 2.697626, 0.012691,1563.368661
c-62, 41731, 41731, 300537, 6.736464, 5.314057, 0.023142,1546.855616
c-62ghs, 41731, 41731, 300537, 6.736179, 5.314281, 0.023130,1547.711658
c-63, 44234, 44234, 239469, 7.564083, 3.678047, 0.016794,1656.646369
c-64, 51035, 51035, 384438, 10.059571, 4.566976, 0.018227,2520.509100
c-64b, 51035, 51035, 384438, 10.059469, 4.567023, 0.018202,2524.054147
c-65, 48066, 48066, 204297, 8.929894, 2.583882, 0.014746,1564.791611
c-66, 49989, 49989, 274498, 9.657958, 3.306749, 0.017075,1870.341038
c-66b, 49989, 49989, 274498, 9.657997, 3.306736, 0.016896,1890.177974
c-67b, 57975, 57975, 294955, 12.980211, 2.622749, 0.015770,2158.827196
c-68, 64810, 64810, 315408, 16.225384, 2.232575, 0.022426,1615.313970
c-69, 67458, 67458, 345714, 17.579750, 2.271595, 0.023450,1702.974910
c-70, 68924, 68924, 363955, 18.344627, 2.299044, 0.025190,1674.252977
c-71, 76638, 76638, 468096, 21.991936, 2.501438, 0.031232,1761.381182
c-73, 169422, 169422, 724348, 102.898888, 0.795670, 0.036339,2253.036309
c-73b, 169422, 169422, 724348, 102.889160, 0.795745, 0.036342,2252.837878
ca-AstroPh, 18772, 18772, 198110, 1.370403, 18.501300, 0.019866,1276.288706
ca-CondMat, 23133, 23133, 93497, 2.072966, 5.771393, 0.011542,1036.517884
cage14, 1505785, 1505785, 27130349, 8037.217773, 0.216038, 0.890765,1949.271367
cage15, 5154859, 5154859, 99199551, 0.000205, 30999859.765767, 4.519834,1404.647075
ca-HepPh, 12008, 12008, 118521, 0.562483, 26.967276, 0.012486,1214.812945
caidaRouterLevel, 192244, 192244, 609066, 132.614334, 0.587873, 0.049494,1575.136723
cant, 62451, 62451, 2034917, 15.145663, 16.933726, 0.161792,1585.198931
case39, 40216, 40216, 526139, 6.253443, 10.665843, 0.051808,1287.411992
case9, 14454, 14454, 75801, 0.810906, 11.678557, 0.006346,1492.405472
c-big, 345241, 345241, 1343126, 423.603424, 0.353691, 0.070861,2114.352505
cbuckle, 13681, 13681, 345098, 0.736768, 58.766070, 0.034810,1243.822347
ccc, 49152, 49152, 73728, 9.328364, 1.011665, 0.008806,1071.627907
cfd1, 70656, 70656, 949510, 19.291924, 6.065507, 0.037786,3096.822605
Chebyshev4, 68121, 68121, 5377761, 17.935257, 19.189951, 0.117658,2925.239837
circuit_4, 80209, 80209, 307604, 24.227119, 0.812588, 0.014848,1325.879327
circuit5M, 5558326, 5558326, 59524291, 0.000205, 18601340.984464, 5.502675,692.309550
circuit5M_dc, 3523317, 3523317, 19194193, 0.000102, 11996370.655288, 1.351066,909.229218
citationCiteseer, 268495, 268495, 1156647, 256.852997, 0.576403, 0.086426,1713.043494
cit-Patents, 3774768, 3774768, 16518948, 0.000102, 10324342.526066, 1.880576,562.174942
ckt11752_dc_1, 49702, 49702, 333029, 9.545434, 2.232885, 0.013552,1572.746206
ckt11752_tr_0, 49702, 49702, 333029, 9.545523, 2.232864, 0.014029,1519.292934
cnr-2000, 325557, 325557, 3216152, 376.355408, 0.546913, 0.145101,1418.556847
CO, 221119, 221119, 3943588, 175.331329, 2.798289, 0.524390,935.615216
coAuthorsCiteseer, 227320, 227320, 814134, 184.316116, 0.565383, 0.053565,1945.478267
coAuthorsDBLP, 299067, 299067, 977676, 319.207794, 0.392041, 0.069530,1799.845388
cond-mat-2003, 31163, 31163, 120029, 3.756438, 4.089968, 0.012083,1271.493606
cond-mat-2005, 40421, 40421, 175693, 6.319603, 3.558563, 0.016061,1400.223208
conf5_4-8x8-05, 49152, 49152, 1916928, 9.346457, 13.126191, 0.121514,1009.626798
conf5_4-8x8-10, 49152, 49152, 1916928, 9.346467, 13.126179, 0.121539,1009.414186
conf5_4-8x8-15, 49152, 49152, 1916928, 9.346455, 13.126196, 0.121443,1010.212115
conf5_4-8x8-20, 49152, 49152, 1916928, 9.346217, 13.126529, 0.121242,1011.891848
conf6_0-8x8-20, 49152, 49152, 1916928, 9.346445, 13.126210, 0.121546,1009.361023
conf6_0-8x8-30, 49152, 49152, 1916928, 9.346528, 13.126093, 0.121354,1010.957974
conf6_0-8x8-80, 49152, 49152, 1916928, 9.346436, 13.126222, 0.121446,1010.185540
consph, 83334, 83334, 3046907, 25.500387, 15.084897, 0.203878,1886.765419
cont-201, 80595, 80595, 239596, 24.411949, 1.150374, 0.012186,2304.595653
cont-300, 180895, 180895, 539396, 116.852135, 0.541235, 0.024269,2605.999470
coPapersCiteseer, 434102, 434102, 16036720, 670.293335, 3.062391, 1.027379,1997.996559
coPapersDBLP, 540486, 540486, 15245729, 1037.244629, 1.881382, 1.166746,1672.561154
copter1, 17222, 17222, 114143, 1.153232, 11.713251, 0.007872,1715.967406
CoupCons3D, 416800, 416800, 22322336, 617.613953, 2.313143, 1.180160,1210.538782
crankseg_1, 52804, 52804, 5333507, 10.872092, 62.481941, 0.196176,3462.754999
crankseg_2, 63838, 63838, 7106348, 15.936102, 56.822358, 0.263578,3435.522963
crplat2, 18010, 18010, 489478, 1.262378, 48.718024, 0.044851,1371.212936
crystk02, 13965, 13965, 491274, 0.766362, 80.887809, 0.037773,1641.109857
crystk03, 24696, 24696, 887937, 2.375437, 47.180962, 0.065699,1705.886661
crystm02, 13965, 13965, 168435, 0.761037, 27.154956, 0.010138,2038.541726
crystm03, 24696, 24696, 304233, 2.367078, 15.783710, 0.015043,2483.599143
ct2010, 67578, 67578, 168176, 17.633789, 1.220755, 0.016282,1322.138341
ct20stif, 52329, 52329, 1375396, 10.612144, 16.273963, 0.120627,1431.697255
Cube_Coup_dt0, 2164760, 2164760, 64685452, 0.000202, 40382903.177719, 6.504653,1251.595282
Cube_Coup_dt6, 2164760, 2164760, 64685452, 0.000195, 41706933.263886, 6.504531,1251.618771
CurlCurl_0, 11083, 11083, 62213, 0.479002, 15.143899, 0.004915,1475.820260
CurlCurl_4, 2380515, 2380515, 14448191, 0.000198, 8553505.599572, 0.756634,2242.849714
cvxqp3, 17500, 17500, 69981, 1.187600, 6.599501, 0.006861,1142.369388
cyl6, 13681, 13681, 363961, 0.731350, 62.502766, 0.034621,1320.345665
darcy003, 389874, 389874, 1167685, 539.439087, 0.249295, 0.060512,2222.360644
dawson5, 51537, 51537, 531157, 10.271936, 6.297715, 0.022432,2883.814622
dblp-2010, 326186, 326186, 807700, 378.560120, 0.273102, 0.058358,1771.563273
dc3, 116835, 116835, 766396, 50.476528, 0.971726, 0.021798,2250.134996
de2010, 24115, 24115, 58028, 2.251187, 3.299408, 0.009194,807.908113
debr, 1048576, 1048576, 2097149, 3898.293701, 0.068860, 0.476262,563.628546
delaunay_n15, 32768, 32768, 98274, 4.150477, 3.030753, 0.008806,1428.401163
delaunay_n16, 65536, 65536, 196575, 16.582760, 1.517335, 0.013824,1820.138959
delaunay_n17, 131072, 131072, 393176, 62.780006, 0.801633, 0.021197,2374.251155
delaunay_n18, 262144, 262144, 786396, 244.808014, 0.411174, 0.039725,2533.900436
delaunay_n19, 524288, 524288, 1572823, 975.805969, 0.206313, 0.139878,1439.259657
delaunay_n20, 1048576, 1048576, 3145686, 3897.546143, 0.103308, 0.378202,1064.638023
delaunay_n21, 2097152, 2097152, 6291408, 0.000202, 3994544.793615, 0.812301,991.381821
delaunay_n22, 4194304, 4194304, 12582869, 0.000186, 8677840.473430, 1.625190,991.026823
denormal, 89400, 89400, 622812, 30.332825, 2.439546, 0.019558,3783.455514
dictionary28, 52652, 52652, 89038, 10.708480, 1.064284, 0.011878,959.461183
dielFilterV2clx, 607232, 607232, 12958252, 1309.140015, 1.237296, 1.702195,951.590886
dielFilterV2real, 1157456, 1157456, 24848204, 4750.715820, 0.653900, 3.307315,939.279406
dielFilterV3clx, 420408, 420408, 16653308, 628.350647, 3.349590, 1.504486,1398.960704
Dubcova1, 16129, 16129, 134569, 1.012429, 15.993793, 0.008090,2001.653541
Dubcova3, 146689, 146689, 1891669, 77.879295, 2.988542, 0.087123,2671.453105
e40r0100, 17281, 17281, 553562, 1.167360, 30.348793, 0.027632,1282.135447
EAT_RS, 23219, 23219, 325592, 2.089677, 9.971823, 0.015462,1347.649005
ecology1, 1000000, 1000000, 2998000, 3544.887939, 0.090199, 0.220160,1452.325532
ecology2, 999999, 999999, 2997995, 3544.783936, 0.090201, 0.220240,1451.795444
email-Enron, 36692, 36692, 183831, 5.205178, 4.520570, 0.015258,1542.206381
Emilia_923, 923136, 923136, 20964171, 3021.838379, 0.868456, 2.493338,1052.538233
engine, 143571, 143571, 2424822, 75.101814, 4.010405, 0.151107,1993.211866
enron, 69244, 69244, 276143, 18.505306, 0.955032, 0.016262,1086.749301
eu-2005, 862664, 862664, 19235140, 2638.895020, 0.466502, 0.839782,1465.914168
ex11, 16614, 16614, 1096948, 1.088307, 64.508139, 0.043802,1602.787853
ex19, 12005, 12005, 259879, 0.564122, 29.483460, 0.011942,1392.706319
F1, 343791, 343791, 13590452, 420.925446, 4.080474, 1.161101,1479.264572
F2, 71505, 71505, 2682895, 19.813055, 17.101564, 0.194253,1744.295260
Fault_639, 638802, 638802, 14626683, 1448.170044, 1.264584, 1.725318,1061.445912
fcondp2, 201822, 201822, 5748069, 145.525665, 4.967071, 0.568013,1272.570286
fem_hifreq_circuit, 491100, 491100, 20239237, 855.890625, 1.513407, 1.331814,972.591363
filter3D, 106437, 106437, 1406808, 41.335976, 4.191493, 0.088579,1955.983489
finance256, 37376, 37376, 167936, 5.398560, 3.538674, 0.011366,1680.720703
Flan_1565, 1564794, 1564794, 59485419, 8680.193359, 0.865647, 5.069520,1482.188952
flickr, 820878, 820878, 9837214, 2389.897217, 0.263435, 0.437126,1440.273794
foldoc, 13356, 13356, 120238, 0.694374, 11.082252, 0.007782,988.799386
Freescale1, 3428755, 3428755, 18920347, 0.000102, 11825216.904856, 1.683046,719.470509
fullb, 199187, 199187, 5953632, 142.444138, 5.260426, 0.568627,1317.764801
FullChip, 2987012, 2987012, 26621990, 0.000205, 8319371.896004, 1.821184,935.549286
fxm4_6, 18892, 18892, 258368, 1.390490, 22.914243, 0.018330,1738.282170
G2_circuit, 150102, 150102, 438388, 80.833740, 0.575343, 0.019971,2328.710220
G3_circuit, 1585478, 1585478, 4623152, 8908.216797, 0.055038, 0.383795,1277.485693
Ga10As10H30, 113081, 113081, 3114357, 46.238640, 8.464793, 0.254954,1535.183318
Ga19As19H42, 133123, 133123, 4508981, 64.826469, 8.771566, 0.308410,1843.748393
Ga3As3H12, 61349, 61349, 3016148, 14.589645, 26.192591, 0.151037,2530.115910
Ga41As41H72, 268096, 268096, 9378286, 256.781830, 4.608046, 0.652902,1812.311368
GaAsH6, 61349, 61349, 1721579, 14.271283, 15.165825, 0.128717,1681.488132
gas_sensor, 66917, 66917, 885141, 17.311642, 6.297229, 0.033485,3255.667178
Ge87H76, 112985, 112985, 4002590, 47.594189, 10.612650, 0.259072,1949.652961
Ge99H100, 112985, 112985, 4282190, 47.014194, 11.504808, 0.262042,2064.135219
gearbox, 153746, 153746, 4617075, 85.995079, 6.757897, 0.440730,1318.599504
Geo_1438, 1437960, 1437960, 32297325, 7329.103027, 0.551504, 3.853699,1048.869681
gridgena, 48962, 48962, 280523, 9.266073, 3.536922, 0.011571,2832.322962
gsm_106857, 589446, 589446, 11174185, 1233.327393, 1.129117, 1.346662,1034.090734
gupta1, 31802, 31802, 1098006, 3.917005, 35.361060, 0.060826,2277.157052
gupta2, 62064, 62064, 2155175, 14.894796, 18.254046, 0.118989,2285.007529
gupta3, 16783, 16783, 4670105, 1.158848, 514.907329, 0.194352,3070.199141
gyro, 17361, 17361, 519260, 1.179955, 55.386998, 0.042291,1545.337464
gyro_k, 17361, 17361, 519260, 1.180058, 55.382191, 0.042298,1545.103693
gyro_m, 17361, 17361, 178896, 1.174221, 18.554930, 0.014643,1487.897754
H2O, 67024, 67024, 1141880, 17.387827, 8.159220, 0.153258,925.703569
halfb, 224617, 224617, 6306219, 180.740814, 4.386505, 0.621584,1275.484185
Hamrle3, 1447360, 1447360, 5514242, 7423.361816, 0.047541, 0.583168,605.162661
hangGlider_4, 15561, 15561, 79088, 0.941056, 10.169478, 0.006976,1371.853168
hangGlider_5, 16011, 16011, 82070, 0.995827, 9.977378, 0.006861,1448.190280
helm2d03, 392257, 392257, 1567096, 546.850708, 0.320899, 0.077914,2252.287656
helm3d01, 32226, 32226, 230335, 4.023712, 6.814706, 0.014739,1860.373366
hi2010, 25016, 25016, 62063, 2.421690, 3.280381, 0.009507,835.583968
hollywood-2009, 1139905, 1139905, 57515616, 4608.789062, 1.581553, 3.956320,1842.379933
hood, 220542, 220542, 5494489, 174.525101, 3.948887, 0.614179,1122.115376
Hook_1498, 1498023, 1498023, 31207734, 7955.195312, 0.490084, 3.228262,1207.682673
HTC_336_4438, 226340, 226340, 565431, 183.544525, 0.315397, 0.034208,1692.276909
HTC_336_9129, 226340, 226340, 554881, 183.541458, 0.308045, 0.033997,1663.068544
hugetric-00000, 5824554, 5824554, 8733523, 0.000205, 5458451.888781, 1.977750,565.233583
human_gene1, 22283, 22283, 12345963, 2.281782, 691.940298, 0.740451,2132.290646
